,Average,Value,Weighted,Returns,--,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,
Size,Small,Small,Small,Small,Small,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,Big,Big,Big,Big,Big,,,,,,
BE/ME,Low,2,3,4,High,Low,2,3,4,High,Low,2,3,4,High,Low,2,3,4,High,Low,2,3,4,High,,,,,,
199307,-1.5,-0.42,0.65,1.96,3.29,-0.07,0.38,1.32,2.86,1.83,-0.4,0.16,1,1.97,-0.27,-2.74,1.24,1.18,2.24,0.53,-3.5,0.29,0.87,2.49,0.49,,,,,,
199308,3.92,5.05,3.74,3.37,3.12,3.53,5.77,4.79,5.39,3.59,4.06,5.03,3.42,3.16,2.89,6.47,3.31,4.97,3.52,4.97,3.71,2.16,4.11,4.32,2.41,,,,,,
199309,2.17,2.33,2.91,2.93,3.44,3.71,3.62,2.31,2.26,2.49,4.02,0.92,1.11,1.44,0.57,0.89,1.74,0.15,-0.86,-1.33,-0.85,-1.63,-0.12,1.37,-3.03,,,,,,
199310,5.36,4.9,4.6,4.19,4.42,3.94,2.1,0.81,1.34,0.62,2.15,-1.4,0.39,0.48,3.8,3.22,0.48,-0.44,-0.88,-1.06,4.16,0.57,-0.09,-0.76,5.81,,,,,,
199311,-3.84,-2.86,-2.12,-1.95,-1.92,-2.69,-3.11,-2.67,-4.52,-3.94,-2.71,-2.54,-2.86,-3.46,-1.2,-2.45,-2.92,-2.14,-2.41,-4.65,1.48,-1.67,-2.82,-3.46,3.4,,,,,,
199312,0.59,0.77,1.59,1.24,1.31,2.23,4.65,4.62,1.48,3.95,4,6.1,5.22,4.06,2.67,4.29,5.44,3.73,2.31,3.68,0.09,2.29,0.62,1.42,2.7,,,,,,
199401,2.53,6.42,5.26,5.2,5.94,1.39,2.12,1.85,2.8,4.83,1.93,1.91,1.46,2.24,6.88,2.37,3.36,4.16,2.54,3.22,1.34,3.87,4.74,2.9,5.75,,,,,,
199402,-3.22,1.69,-0.67,0.16,-0.07,-0.35,0.35,0.25,-1.65,-1.44,-0.86,1.88,0.88,-1.74,-1.73,-1.11,0.15,-1.6,-2.54,-4.71,-1.82,-1.98,-3.39,-4.95,-4.92,,,,,,
199403,-7.46,-5.17,-4.1,-4.74,-3.02,-7.27,-5.05,-5.24,-3.87,-5.7,-5.73,-4.81,-4.51,-4.03,-5.66,-5.98,-4.81,-4.6,-2.75,-2.29,-4.73,-3.82,-2.94,-4.62,-4.35,,,,,,
199404,-3.79,-0.52,-1.64,-0.31,0.83,-0.85,0.78,1.73,1.5,2.29,-1.53,2.25,0.69,0.91,1.64,-0.35,0.94,1.43,2.31,1.04,1.37,-1.08,2.99,1.25,2.3,,,,,,
199405,-2.4,-2.15,-0.35,-0.48,-0.53,-2.42,-2.47,-1.26,0.11,1.07,-2.09,-1.58,0.35,-0.97,-0.53,-0.37,0.38,0.18,-1.25,-1.51,1.2,3.87,1.76,0.7,1.04,,,,,,
199406,-6.64,-4.3,-4.53,-2.2,-2.02,-5.56,-2.89,-0.61,-1.25,-1.26,-4.51,-2.48,0.32,-1.03,-1.63,-5.15,-2.68,-2.05,-1.73,-3.57,-2.46,-3.09,-2.11,-1.77,-3.69,,,,,,
199407,0.14,-0.17,0.27,0.84,1.43,2.59,1.46,2.16,1.22,3.62,3.31,2.32,0.88,3.06,4.72,2.48,2.4,4.15,4.69,5.48,2.54,3.6,3.27,4.6,3.39,,,,,,
199408,3.54,4.85,3.03,3.18,2.79,9.41,5.55,3.51,4.91,4.74,9.64,4.23,4.34,4.54,3.21,8.34,5.19,2.45,2.86,4.33,6.18,4.7,1.84,3.12,1.34,,,,,,
199409,1.1,1.52,1.47,2.16,0.78,0.23,0.32,-0.08,-0.4,-1.91,0.76,-1.85,-1.66,-0.93,-2.36,-0.33,-2.53,-2.58,-3.47,-2.24,-0.66,-3.34,-3.54,-2.99,-4.41,,,,,,
199410,-1.06,1.47,0.48,1.3,-0.36,1.52,0.47,-0.85,-1.57,-3.87,2.95,0.3,-0.28,-1.28,-1.42,1.21,0.41,-0.45,-0.26,-0.88,3.35,0.64,2.92,3.1,0.62,,,,,,
199411,-4.35,-3.23,-3.44,-2.83,-3.52,-2.45,-3.82,-4.08,-3.58,-5.54,-5.84,-4.04,-3.94,-4.62,-3.53,-3.81,-3.82,-4.95,-4.25,-4.11,-1.69,-4.96,-4.49,-3.67,-2.81,,,,,,
199412,-3.05,-0.43,-0.01,0.31,-0.57,1.63,2.09,2.86,2.64,0.63,1.93,1.94,2.86,3.75,3.38,1.81,1.07,0.98,0.42,1.4,0.99,1.84,1.37,0.87,1.68,,,,,,
199501,1.83,2.11,2.62,2.32,2.53,-1.68,-1.1,-0.7,0.09,0.2,-1.8,-0.82,-1.97,0.37,1.7,0.07,1.55,0.16,3.76,3.85,3.04,1.87,4.03,2.91,2.82,,,,,,
199502,2.23,2.98,1.97,3.17,3.25,3.91,3.15,3.32,5.02,5.2,6,4.41,5.34,4.52,3.87,3.99,5.68,4.75,3.9,4.44,3.27,5.56,3.8,3.62,3.69,,,,,,
199503,1.04,1.93,0.48,1.34,0.5,3.63,3.02,2.38,1.9,1.94,3.63,1.97,1.43,0.43,0.74,2.63,4.14,3.14,2.23,-0.35,2.75,4.02,2.72,2.8,0.26,,,,,,
199504,1.85,3.18,1.79,3.01,4.64,0.28,2.2,3.5,1.81,3.42,0.33,1.14,3.21,3.17,1.89,0.58,2.37,2.94,1.71,2.67,2.6,2.51,2.97,3.5,4.17,,,,,,
199505,1.85,2.09,1.18,1.79,4.07,1.02,2.23,1.58,3.44,1.99,2.19,-0.43,2.31,2.96,2.52,2.28,0.83,2.88,4.14,3.5,3.72,3.92,3.66,4.46,6.78,,,,,,
199506,7.74,7.76,5.97,4.94,4.99,9.91,3.65,4.42,4.31,4.22,6.41,2.41,4.57,2.14,1.88,6.72,3.13,4.49,1.11,2.93,3.86,2.89,0.33,2.16,0.62,,,,,,
199507,7.24,6.15,5.11,5.13,4.86,8.77,5.94,4.32,5.02,4.27,8.04,4.59,4.97,4.13,4.18,8.08,6.34,4.07,4.11,1.25,3.47,2.44,4.39,4.65,1.76,,,,,,
199508,4.16,5.07,4.02,4.39,3.64,0.71,1.38,2,3.88,3.47,0.78,1.2,2.18,3.87,3.5,0.2,1.48,2.64,1.96,3.21,-0.44,1.52,-0.35,1.93,3.04,,,,,,
199509,3.45,2.32,1.81,2.03,2.5,2.07,2.09,2.12,1.73,0.27,2.99,0.72,1.58,1.22,0.73,3.66,1.93,0.91,1.78,3.56,4.81,5.5,2.65,5.23,4.62,,,,,,
199510,-6.11,-6.39,-4.51,-2.8,-2.66,-7.21,-6.48,-5.23,-4.6,-5.02,-2.72,-3.73,-3.42,-3.58,-2.11,-1.48,-5.51,-1.56,-1.39,-0.41,0.98,0.3,-0.06,-2.8,-2.02,,,,,,
199511,2.03,1.53,1.53,2.38,1.16,4.76,4.23,4.68,5.33,4.54,6.31,3.04,3.61,5.11,6.12,4.62,3.45,4.91,6.03,3.69,4.63,3.11,4.87,6.44,3.41,,,,,,
199512,2.21,3.84,1.03,1.58,1.45,2.76,2.87,3.34,3.63,3.21,1.64,2.41,3.32,2.41,2.14,-2.02,0.19,1.32,1.59,0.97,0.08,2.79,2.27,1.36,3.89,,,,,,
199601,2.16,0.35,1.28,0.64,1.34,-0.23,-1.12,-0.33,0.13,1.52,-2.43,1.08,-1.21,2.99,-0.02,1.24,2.52,2.5,0.92,1.8,3.64,3.91,2.95,3.23,3.53,,,,,,
199602,3.29,2.28,2.95,2.9,3.55,5.58,3.75,2.02,2.52,0.64,5.46,2.53,3.31,1.81,1.53,5.31,1.03,2.07,1.36,-2.29,1.2,1.2,2.15,1.03,0.45,,,,,,
199603,2.61,4,3.31,2.81,2.3,2.42,1.49,2.46,2.45,2.79,2.55,2.49,2.23,5.06,1.52,1.47,0.4,2.24,1.91,1.4,0.22,0.05,1.46,2.71,1.27,,,,,,
199604,8.51,9.26,9.07,4.94,5.87,10.85,6.24,4.02,6.74,1.82,6.47,3.7,1.68,2.32,1.08,6.31,5.5,3.05,0.68,-2.72,1.45,2.45,0.8,0.63,-0.64,,,,,,
199605,7.94,6.83,7.84,6.06,5.56,6.33,3.83,4.6,7.95,2.76,3.46,3.22,2.32,-0.03,1.8,2.9,0.71,0.9,1.29,0.09,4.11,2.95,0.2,1.7,2.2,,,,,,
199606,-7.62,-5.78,-4.8,-2.85,-2.26,-6.55,-3.88,-2.39,-3.52,-0.77,-7.72,-2.25,-0.14,-0.19,-0.56,-4.28,-2.22,-1.04,0.05,3.19,0.95,1.12,-0.24,-0.7,-0.22,,,,,,
199607,-14.69,-9.37,-6.87,-3.92,-5.84,-15.53,-8.72,-7.14,-4.93,-6.4,-12.07,-6.6,-5.58,-6.71,-4.39,-8.51,-5.41,-4.55,-4.68,-5.41,-5.19,-4.45,-3.52,-2.7,-5.17,,,,,,
199608,4.48,4.68,4.11,3.96,3.83,7.77,5.8,3.72,4.82,5.22,7.97,6.13,6.16,6.26,5,5.61,5.54,5.4,5.27,3.23,1.8,1.51,3.64,2.73,2.87,,,,,,
199609,2.87,3.14,2.43,3.79,2.24,5.77,2.24,2.6,4.13,3.83,8.05,4.1,4.08,1.41,1.95,6.05,4.64,3.84,3.37,2.96,7.27,5.67,5.13,2.77,1.37,,,,,,
199610,-6.02,-1.81,-0.12,1.16,0.28,-5.08,-2.21,1.36,2.04,1.02,-6.46,-2.62,1.28,1.28,-0.13,-3.54,1.87,2.68,2.17,3.42,0.9,2.64,4.78,4.83,4.78,,,,,,
199611,-0.47,1.36,4.15,4.3,4.47,1.74,2.76,5.43,3.06,4.75,2.14,5.63,7.71,4.21,5.1,5.64,5.39,6.83,5.88,6.34,7.78,7.09,9.24,7.06,5.63,,,,,,
199612,-0.47,1.79,2.87,1.93,1.76,2.07,1.03,3.4,3.45,1.95,-0.36,0.58,2.46,0.9,1.18,-1.46,-0.24,0.04,0.26,2.06,-1.82,-1.67,-2.48,-1.26,-1.46,,,,,,
199701,6.26,5.34,5.99,4.87,3.22,3.9,3.54,0.89,1.28,2.06,0.79,2.65,2.03,3.28,4.04,2.48,4.49,3.62,1.97,2.72,8.07,5.65,5.39,4.67,3.1,,,,,,
199702,-5.81,-5.13,-1.18,0.57,0.97,-8.95,-2.44,0.48,1.69,1.03,-6.65,-0.42,0.63,1.1,1.17,-3.79,0.99,0.83,2.09,2.31,0.62,-0.02,-0.22,1.57,2.94,,,,,,
199703,-9.66,-6.58,-3.67,-1.34,-2.1,-9.35,-5.43,-2.31,-2.16,-1.95,-8.06,-3.54,-3.37,-1.91,-2.47,-6.95,-4.13,-3.58,-3.25,-3.69,-5.55,-4.04,-1.22,-4.58,-4.76,,,,,,
199704,-5,-3.38,-2.26,-1.77,-2.83,-3.93,-0.59,1.14,1,-0.06,-1.01,3.07,3.83,2.6,1.76,2.35,2,3.11,2.19,1.12,7.85,4.87,5.39,4.72,1.86,,,,,,
199705,11.99,12.18,10.19,8.27,8.1,17.79,12.84,9.55,8.97,8.36,15.65,10.46,7.27,6.62,7.61,9.93,7.18,6.22,7.36,6.74,6.44,6.97,5.1,5.78,4.93,,,,,,
199706,3.59,4.9,6.38,7.71,7.05,3.32,4.97,5.66,6.15,6.64,4.24,3.5,5.23,4.73,6.03,1.96,4.67,4.79,3.8,2.21,4.33,4.87,4.03,4.16,2.72,,,,,,
199707,3.66,5.55,6.19,6.39,5.9,4.94,6.12,4.16,5.53,4.17,5.21,6.81,6.41,6.09,5.58,6.49,8.54,7.08,6.59,5.69,8.01,8.72,9.19,7.6,7.17,,,,,,
199708,5.12,4.54,3.91,4.02,4.5,3.7,2.6,3.41,2.29,3.5,2.21,3.59,1.1,0.22,0.69,-0.21,1.42,-0.27,-1.4,0.3,-7.14,-4.29,-4.45,-5.24,-2.71,,,,,,
199709,10.61,9.46,9.45,8.85,8.7,7.81,7.54,8.04,7.9,5.88,7.08,7.88,6.98,7.31,5.24,5.48,4.92,6.77,5.12,4.53,4.93,5.64,5.57,6.81,6.26,,,,,,
199710,-5.83,-3.35,-3.28,-1.33,-0.82,-6.56,-3.9,-3.94,-2.6,-3.31,-5.94,-4.26,-3.77,-2.49,-2.21,-6.69,-5.2,-2.7,-4.39,-4.23,-2.45,-4.63,-3,-1.13,-2.13,,,,,,
199711,-3.89,-2.48,-1.7,0.03,-0.66,-3.5,-2.37,-0.65,-0.07,-0.01,-3.39,-1.91,1.68,2.25,1.61,1.24,-0.19,2.93,2.49,4.39,5.23,6.66,1.43,3.91,2.81,,,,,,
199712,-6.05,-2.49,-0.34,0.74,1.06,-0.76,-2.09,2.99,2.04,4.07,0.42,1.07,2.7,3.42,4.56,-1.42,2.21,2.75,5.6,2.89,0.98,2.41,2.5,2.77,6.13,,,,,,
199801,0.46,-0.98,-1.17,-0.96,-0.75,0.22,-1.86,-1.33,-2.53,-2.4,0,-2.38,-1.99,-3.81,1.03,-1.13,-0.78,-2.27,-0.38,-0.62,3.96,-0.18,-3.38,0.4,-0.28,,,,,,
199802,6.34,6.11,5.85,6.48,6.53,8.97,8.34,8.92,6.84,6.26,9.14,8.7,8,8.47,7.38,9.56,7.33,7.96,5.75,5.14,7.42,5.93,8.99,7.71,6.91,,,,,,
199803,5.03,5.96,5.09,4.71,4.95,4.31,6.36,3.06,4.35,4.47,4.15,2.3,5.74,4.25,6.56,3.65,5.42,5.02,3.92,7.31,4.48,5.41,5.3,7.24,7.61,,,,,,
199804,2.07,3.29,3.55,2.6,2.3,-0.47,1.65,0.92,2.85,1.92,1.52,0.44,0.11,0.36,-0.28,-0.11,0.74,0.05,0.72,-0.2,1.12,1.29,2.98,1.01,0.35,,,,,,
199805,-6.59,-6.3,-4.43,-2.69,-2.32,-8.72,-5.63,-5.39,-2.63,-3,-7.41,-6.69,-4.64,-3.94,-3.03,-5.33,-3.03,-3.73,-1.98,-3.05,-2.23,-1.95,-2.66,1.26,1.96,,,,,,
199806,-0.66,1.88,-1.67,-1.92,-0.96,1.9,-1.54,-1.16,-0.99,1.89,3.1,-2,-1.14,0.38,0.5,0.87,-0.85,0.31,0.68,1.2,7.79,1.27,2.16,2.81,3.04,,,,,,
199807,-7.28,-7.77,-5.6,-6.28,-5.52,-7.42,-8.18,-8.34,-8.35,-7.31,-8.16,-8.42,-7.81,-8.54,-6.95,-6.19,-5.67,-6.51,-5.09,-4.4,-0.12,0.15,-3.5,-4.21,-1.26,,,,,,
199808,-27.11,-22.37,-19.81,-19.15,-17.89,-25.12,-20.34,-18.08,-17.92,-14.74,-23.61,-20.3,-18.74,-16.23,-14.75,-20.07,-19.98,-18.69,-13.3,-8.3,-13.3,-16.81,-17.57,-12.56,-10.8,,,,,,
199809,5.98,4.65,3.89,2.83,1.45,11.72,8.06,5.72,4.97,4.16,11.89,5.21,7.35,4.69,3.3,6.93,7.13,6.6,4.49,8.11,8.42,3.76,4.7,5.36,6.97,,,,,,
199810,3.34,2.82,1.3,2.3,1.51,5,5.43,3.06,3.74,1.31,3.88,7.43,5.67,3.12,2.99,8.51,10.7,6.07,4.35,2.09,7.76,10.04,7.93,5.75,5.03,,,,,,
199811,10.44,7.93,6.53,7.72,7.76,9.65,5.99,3.82,5.68,3.31,8.61,6.73,3.82,1.95,3.24,6.94,1.88,3.46,4.72,2.34,7.62,5.84,6.79,3.82,4.22,,,,,,
199812,4.39,2.3,2.92,1.27,1.09,7.57,4.91,3,3.95,5.57,11.65,6.5,4.09,4.43,2.93,10.75,4.49,2.09,4.01,2.67,9.15,4.48,1.37,3,3.92,,,,,,
199901,8.5,4.2,4.92,3.02,4.97,5.89,0.48,-1.52,-1.26,-1.56,4.22,2.5,-1.23,-3.91,-3.62,1.27,-1.66,-2.78,-3.14,-4.1,6.25,2.87,1.51,-1.68,2.29,,,,,,
199902,-7.71,-7.89,-5.63,-5.68,-5.73,-9.66,-9.43,-6.85,-10.34,-7.04,-9.04,-8.77,-6.31,-6.48,-5.14,-5.5,-3.63,-2.95,-3.17,-3.09,-5.13,-0.76,0.5,-0.22,-3.46,,,,,,
199903,-3.51,-5.73,-1.44,-3.83,-2.95,0.99,-0.6,0.24,-1.15,-1.83,4.37,4.08,1.87,-2.07,-0.35,3.86,2.07,4.35,-0.05,0.2,4.96,1.57,6.52,3.76,0.79,,,,,,
199904,7.85,7.98,12.73,10.56,8.91,10.34,7.89,9.3,9,7.59,7.58,13,10.83,9.38,8.49,6.82,10.36,10.42,8.43,11.37,-0.27,7.72,9.16,7.91,6.2,,,,,,
199905,2.22,3.51,0.91,2.68,5.34,1.25,3.18,0.62,3.61,5.21,-0.22,-0.92,1.4,1.41,4.27,3.09,-0.74,2.11,0.87,1.54,-3.56,-1.12,-2.36,1.41,-0.64,,,,,,
199906,6.76,7.83,7.74,6.16,6.26,7.89,9.06,4.35,5.96,5.93,4.3,4.38,3.7,3.12,3.47,7.23,8.91,3.26,3.9,1.58,6.72,5.12,3.61,-1.14,-1.86,,,,,,
199907,1.14,2.19,0.76,2,1.73,-2.03,-0.97,-0.89,-2.65,-3.58,-3.48,-1.97,-2.31,-1.13,0.21,-2.65,-2.45,-1.04,-0.38,-0.85,-3.14,-4.04,-2.07,-4.36,-4.84,,,,,,
199908,-2.5,-2.17,-2.28,-1.85,-3.4,-3.66,-4.54,-2.83,-3.9,-3.08,-2.05,-5.76,-4.37,-3.11,0.14,-1.89,-4.54,-3.69,-1.3,-4.22,0.77,-3.96,-1.83,-1.52,-0.78,,,,,,
199909,1.85,-0.41,-0.73,-3.08,-4.24,-0.4,1.56,-0.94,-3.22,-0.79,3.58,1.18,-1.98,-4.19,-2.44,1.92,-4.23,-3.87,-5.01,-2.55,-1.98,-3.57,-6.44,-7.61,-7.07,,,,,,
199910,-0.55,0.75,-1.41,-1.24,-2.77,2.63,0.04,-0.1,-2.92,-5.19,3.13,-0.93,-0.73,-0.34,-0.35,8.22,1.46,2.35,2.15,4.84,6.93,9.72,4.29,3.73,5.85,,,,,,
199911,19.96,10.99,10.91,6.26,6.77,11.99,7.58,7.1,1.78,2.7,12.31,5.42,-0.51,-0.71,-0.19,11.71,-0.12,-1.13,0.63,2,4.48,-0.69,-1.65,-6.15,-4.14,,,,,,
199912,24.25,24.9,10.53,8.48,8.35,17.31,10.56,7.03,1.19,7.23,16.79,6.91,1.12,2.47,3.89,20.53,4.42,3.03,5.76,4.85,8.16,1.53,2.84,0.18,-1.65,,,,,,
200001,9.9,5.65,2.56,5.32,4.32,1.3,-3.29,-0.43,-0.34,-4.07,-3.5,-3.97,-3.74,-2.82,-4.86,-3.67,-3.44,-4.31,-3.41,-7.69,-5.03,-4.37,-2.06,-5.99,0.9,,,,,,
200002,39.51,38.65,26.89,19.79,14.77,29.88,16.98,8.34,9.79,11.03,24.83,8.53,2.3,-1,-1.46,25.55,0.76,-0.75,5.3,-5.16,0.59,-5.38,-7.86,-11.32,-9.03,,,,,,
200003,-14.17,-19.78,-8.63,-2.95,-3.51,-15.07,-3.85,-1.85,-0.87,0.03,-14.74,5.12,10.85,6.16,11.55,-3.07,12.28,15.91,11.34,12.99,9.61,10.21,9.84,15.55,6.85,,,,,,
200004,-23.6,-16.54,-12.01,-7.9,-10.16,-13.56,-7.93,-4.11,-0.41,-3.89,-9.78,0.75,-1.96,3.58,0.27,-7.04,-3.22,1.71,1.02,0.85,-4.51,-3.28,-0.26,5.7,10.15,,,,,,
200005,-13.9,-7.5,-7.01,-7.52,-7.26,-9.5,-6.13,-5.5,-4.68,-1.14,-4.66,-3.36,-1.65,-0.96,2.56,-7.49,-0.28,-3.75,4,-0.33,-3.83,1.72,1.88,-0.81,-2.45,,,,,,
200006,29.75,26.61,17.44,18.73,9.04,15.76,9.58,5.51,5.38,6.3,15.41,0.74,0.66,-1.3,2.23,10.76,3.88,-4.5,-1.62,-5.01,6.13,-5.7,-6.25,-7.49,-9.25,,,,,,
200007,-8.43,-1.71,0.75,1.73,1.45,-7.6,-0.8,1.22,1.62,0.57,-10.21,-0.3,3.44,3.4,8.56,-7.1,-0.42,1.95,4.69,2.24,-2.92,1.2,3.7,6.25,3.21,,,,,,
200008,9.51,7.97,4.47,5.76,4.59,7.85,3.93,5.42,5.57,6.79,8.54,10.29,5.62,8.77,4.29,13.45,6.41,5.39,7.35,7.07,7.38,8.16,9.65,4.42,8.68,,,,,,
200009,-10.55,-1.33,-2.62,-0.24,-0.75,-4.9,-2.82,0,0.1,-3.46,-10.15,-2.66,1.19,2.8,-0.31,-9.07,-0.75,-2.34,2.02,0.68,-6.31,-1.39,1.83,7.9,-0.49,,,,,,
200010,-11.7,-9.55,-3.67,-5.54,-4.34,-8.73,-1.79,-0.94,0.4,-1.89,-10.28,-2.34,-0.32,0.22,3.36,-5.89,2.03,3.43,-0.58,-0.13,-1.97,0.32,-3.22,1.2,3.13,,,,,,
200011,-20.75,-12.18,-5.66,-4.62,-4.6,-18.37,-6.13,-3.8,-2.83,-4.28,-19.5,-8.68,-3.23,0.53,2.73,-17.84,-2.73,0.66,1.45,1.44,-10.64,-6.83,-7.3,-0.53,-2.61,,,,,,
200012,-9.9,1.12,1.56,3.35,2.91,0.41,7.69,13.19,11.04,11.54,2.34,13.15,12.89,15.04,5.79,4.01,9.84,11.69,11.38,12.89,-1.49,9.39,8.16,6.75,2.13,,,,,,
200101,27.44,17.6,12.6,11.95,13.3,14.46,8.61,4.13,4.25,7.35,12.43,3.26,0.07,-3.52,5.35,7.25,1.65,-0.06,-2.84,-0.88,3.3,2.9,5.45,-1.39,-1.65,,,,,,
200102,-13.81,-7.92,-1.37,0,-0.11,-13.47,-3.03,-1.34,-0.33,2.36,-16.76,-4.86,1.02,0.93,0.72,-14.62,-2.02,-0.95,1.02,0.79,-12.15,-3.38,-1.68,3.09,4.09,,,,,,
200103,-11.88,-1.36,-1.01,-0.89,-1.51,-6.33,-0.45,-1.67,-2.19,-0.18,-11.61,-5.07,-3.47,-2.46,0.82,-11.42,-3.25,-2.22,-1.63,0.33,-8.56,-2.87,0.2,-3.2,-1.52,,,,,,
200104,8.87,7.22,2.57,4.66,5.57,11.4,5.28,7.05,4.28,4.85,11.44,9.42,5.64,3.87,5.7,16.2,7.49,5.05,9.05,6.93,9.1,5.14,3.91,4.36,3.72,,,,,,
200105,13,11.66,8.1,12.49,10.05,2.6,2.99,3.64,4.65,4.42,4.64,0.88,1.95,0.98,2.13,3.37,4.08,2.47,2.22,2.42,0.15,1,2.03,0.39,4.7,,,,,,
200106,2.29,3.03,4.41,2.81,0.49,6.95,11.27,5.96,6.27,3.04,5.25,-1.58,2.65,0.47,-2.07,4.05,-0.93,-1.05,-5.01,1.02,-2.1,-3.88,-1.5,-0.75,-1.63,,,,,,
200107,-9.74,-7.41,-0.54,-0.23,-0.13,-9.86,-7.75,-6.06,-3,-4.33,-9.22,-4.15,-2.67,-0.18,-0.49,-4.76,-1.98,1.73,0.19,1.5,-1.56,-0.25,-2.46,-1.55,2.99,,,,,,
200108,-9.03,-4.63,-2.92,-1.23,-1.21,-9.43,-5,-1.79,-1.88,-1.05,-7.97,-2.73,-3.21,-0.84,-0.86,-7.44,-3.79,-3.33,-2.12,-7.08,-7.27,-4.05,-4.8,-5.3,-7.66,,,,,,
200109,-16.96,-14.78,-9.11,-9.48,-13.86,-18.85,-14.87,-12.78,-15.12,-17.03,-15.52,-14.34,-11.26,-12.03,-18.96,-15.76,-13.04,-11.05,-13.81,-13.27,-7.33,-8.78,-8.86,-6.76,-6.13,,,,,,
200110,8.88,7.87,6.95,4.38,4.1,11.21,8.91,4.78,3.32,3.72,13.7,6.89,2.82,4.16,9.94,9.07,3.14,1.55,2.84,2.96,3.39,-1.3,0.45,-0.1,-9.49,,,,,,
200111,7.3,9.12,4.95,6.14,7.12,10.75,7.64,6.87,10.2,11.32,9.58,7.15,7,8.08,11.63,10.22,8.58,7.25,9.33,7.83,7.97,6.79,5.45,6.51,13.36,,,,,,
200112,12.56,6.43,6.1,5.71,7.69,7.93,5.98,6.79,7.5,7.71,5.65,6.23,6.48,5.83,6.72,3.71,4.59,6.85,4.83,3.2,0.11,2.31,2.7,0.92,1.82,,,,,,
200201,-7.25,0.58,1.79,3.68,5.52,-6.05,-2.52,0.82,0.85,0.79,-5.09,-1.49,-0.57,1.18,3.94,-3.11,-1.72,1.64,2.35,-1.4,-0.66,-1.7,-3.62,1,-4.06,,,,,,
200202,-9.74,-6.45,-3.01,-1.4,-3.79,-9.63,-4.39,-0.88,0.71,0.16,-7.64,-0.81,0.46,0.02,2.69,-4.68,1.53,1.79,-2.01,3.5,-2.75,0.58,0.91,-4.87,-5.91,,,,,,
200203,5.92,9.66,7.29,8.09,9.62,8.77,8.4,7.93,8.69,12.58,8.52,6.44,7.38,8.17,9.49,6.59,7.49,5.42,5.73,6.86,3,5.53,4.99,6.33,3.41,,,,,,
200204,-8.77,-0.21,1.94,4.2,5.16,-4.6,0.92,3.78,3.83,5.29,-4.91,1.29,1.95,0.97,-1.1,-3.06,0.5,0.24,-2.04,1.82,-7.79,-3.07,-1.15,-1.58,-11.89,,,,,,
200205,-6.82,-5.85,-1.32,0.8,0.06,-7.27,-4.95,-4.15,-3.82,-5.72,-6.33,-3.38,-2.96,-2.55,-3.17,-2.99,-0.07,-1.13,-1.33,0.93,-1.27,0.12,0.42,0.67,-1.5,,,,,,
200206,-8.06,-6.44,0.53,-0.3,-0.76,-8.49,-4.51,-2.74,-0.78,-3.77,-7.45,-7.17,-6.41,-3.98,-7.48,-9.43,-7.19,-7.57,-5.92,-8.33,-7.52,-4.69,-7.3,-6.86,-13.88,,,,,,
200207,-18.79,-16.15,-13.05,-10.82,-12.77,-15.76,-16.67,-14.08,-15.33,-20.63,-8.05,-9.47,-11.45,-14.23,-15.75,-10.31,-8.55,-9.77,-12.92,-14.57,-5.27,-8.84,-9.08,-9.8,-12.33,,,,,,
200208,0.81,-1.86,-1.11,-0.99,-2.49,0.61,0.41,-0.19,1.33,-0.77,-0.17,0.63,2.51,1.93,3.89,-1,0.26,-0.24,1.75,4.14,0.2,0.35,1.41,2.63,6.03,,,,,,
200209,-10.33,-8.06,-6.91,-6.69,-7.89,-8.2,-7.38,-5.29,-8.21,-8.04,-7.88,-9.42,-8.68,-7.48,-9.41,-8.66,-9.07,-11.14,-12.97,-17.47,-10.63,-11.73,-9.33,-8.19,-8.47,,,,,,
200210,5.19,5.44,2.49,1.53,0.84,9.23,3.04,3.28,1.59,-2.84,6.28,3.95,4.25,2.96,0.8,7.1,5.13,5.49,2.34,3.09,10.42,8.39,5.53,3.49,6.07,,,,,,
200211,17.5,13.2,9.29,8.33,9.79,14.17,9.07,6.95,6.1,7.91,9.71,7.79,6.37,6.63,8.93,9.88,7.29,9.54,7.9,11.88,4.95,5,6.11,5.11,8.15,,,,,,
200212,-10.33,-5.26,-4.25,-2.17,-2.44,-10.54,-6.78,-3.97,-2.89,-2.74,-7.58,-3.7,-3.71,-2.66,-5.75,-7.17,-5.25,-4.14,-2.54,-0.15,-6.94,-3.82,-4.46,-3.03,-6.79,,,,,,
200301,-0.59,-0.76,-1.77,0.48,-0.24,-2.94,-3.94,-2.11,-2.62,-1.67,-1.7,-3.66,-3.31,-4.3,-3.41,-1.48,-2.87,-0.56,-2.17,-6.32,-2.68,-2.57,-2.68,-2.37,-7.39,,,,,,
200302,-6.18,-2.49,-1.82,-2.11,-2.42,-2.82,-1.17,-2.06,-2.94,-7.94,-3.87,-1,-2.74,-4.03,-3.18,-2.14,-2.49,-1.04,-1.24,-6.35,-0.67,-2.61,-4.94,-2.99,-4.48,,,,,,
